"","Year","Month","Census.FIPS","FIPS.county","FIPS.state","ProjectTitle","Address","City","State","Zipcode","County","Type","Ownership","Strys","SqFt","Value1000","Dwellings","sizegroup"
"156","2009","10","16001",1,16,"Townhouse","2213 S DOROTHY AVE","Boise","ID","83706","ADA, ID","Apartments_3_or_4_Units","private",1,3400,140,4,"Small"
"157","2009","01","16001",1,16,"Storage Building","4800 Production Ave","Boise","ID","83705","ADA, ID","Warehouses_Non-Refrigerated","private",1,11600,350,0,"Small"
"158","2008","12","16001",1,16,"Restaurant (Alteration) Pizza Perfection","2032 E Overland Rd #115","Meridian","ID","83642","ADA, ID","Food_Beverage_Service","private",0,0,100,0,"Small"
"159","2008","07","16001",1,16,"Dental Office Building","7911 W Ustick Rd","Boise","ID","83704","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",1,2700,140,0,"Small"
"160","2009","11","16001",1,16,"BSU General Bldg Infrastructure Multi-Purpose Classroom","Boise State University","Boise","ID","83709","ADA, ID","Colleges_Universities_Except_Community","state",0,0,724,0,"Small"
"161","2008","03","16001",1,16,"Office Building (Alteration)","1857 S Millennium Wy Ste 120","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",0,0,120,0,"Small"
"162","2008","07","16001",1,16,"Physical Therapy Building (Alteration)","2085 E Hospitality Ln","Boise","ID","83716","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,91,0,"Small"
"163","2008","09","16001",1,16,"Office Building @ Portico","Louise Dr","Meridian","ID","83642","ADA, ID","Offices_4+_stories","private",6,129600,11016,0,"Large"
"164","2009","02","16001",1,16,"Roosevelt Elem Remodel Relocated Portable Classroom Bldg","908 E Jefferson St","Boise","ID","83712","ADA, ID","Primary_Schools","county",0,0,90,0,"Small"
"165","2009","09","16001",1,16,"Hidden Springs School Site Improvements","5480 W Hidden Springs Dr","Boise","ID","83714","ADA, ID","Primary_Schools","county",0,0,275,0,"Small"
"166","2008","04","16001",1,16,"BSU - Nursing/Student Health/Wellness & Counseling Center","Michigan Ave & Belmont St","Boise","ID","83707","ADA, ID","Colleges_Universities_Except_Community","state",4,80000,13253,0,"Large"
"167","2008","10","16001",1,16,"Shohet Office Building","off Eagle Road","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",1,2500,300,0,"Small"
"168","2009","08","16001",1,16,"Sonic Drive-Thru Restaurant","8777 W Overland Rd","Boise","ID","83709","ADA, ID","Food_Beverage_Service","private",1,3000,300,0,"Small"
"169","2008","10","16001",1,16,"Office Building","35 E Ada St","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",1,3000,234,0,"Small"
"170","2008","08","16001",1,16,"Doctors Office Building (Alteration)","1965 S Eagle Rd Ste 120","Meridian","ID","83642","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,91,0,"Small"
"171","2008","09","16001",1,16,"Albertsons Store #169 Remodel (Boise ID)","Parkcenter & Apple Blvd","Boise","ID","83706","ADA, ID","Stores","private",0,0,1025,0,"Small"
"172","2009","09","16001",1,16,"Classroom (Addition) Cloverdale United Reformed Church","3580 N CLOVERDALE RD","Boise","ID","83713","ADA, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,1800,105,0,"Small"
"173","2009","02","16001",1,16,"Office Building (Alteration) Einsteins Oilery","8488 W Overland Rd Lot 5","Boise","ID","83709","ADA, ID","Offices_1-3_stories","private",0,0,163,0,"Small"
"174","2008","09","16001",1,16,"Shoe Carnival Retail Shop (TI)","Centerpoint Mktplace","Meridian","ID","83642","ADA, ID","Stores","private",0,0,400,0,"Small"
"175","2009","02","16001",1,16,"School-Baseball Concessions/Press Box","1900 W Pine Ave","Meridian","ID","83642","ADA, ID","Primary_Schools","private",1,2200,187,0,"Small"
"176","2009","10","16001",1,16,"Idaho Dept. Of Health And Welfare","7808 W Fairview Ave","Boise","ID","83704","ADA, ID","Offices_1-3_stories","private",0,0,780,0,"Small"
"177","2008","05","16001",1,16,"Office Building (Shell)","2275 S Eagle Rd","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",2,25700,1950,0,"Medium"
"178","2009","02","16001",1,16,"Portable Classroom for Spalding Elementary School","12311 W Braddock Drive","Eagle","ID","83709","ADA, ID","Primary_Schools","county",1,1800,81,0,"Small"
"179","2009","10","16001",1,16,"Yoi Tomo Sushi Bar TI","Capital Blvd","Boise","ID","83227","ADA, ID","Food_Beverage_Service","private",0,0,300,0,"Small"
"180","2009","04","16001",1,16,"The Aspens Retail (TI) (NEGOTIATED)","851 W Front St","Boise","ID","83702","ADA, ID","Shopping_Centers","private",0,0,214,0,"Small"
"181","2009","05","16001",1,16,"Office Building","1875 N Lakes Pl","Meridian","ID","83646","ADA, ID","Offices_1-3_stories","private",1,4300,339,0,"Small"
"182","2008","10","16001",1,16,"Renaissance High School - Interior Completions","Former Jabil Facility","Meridian","ID","83642","ADA, ID","Senior_High_Schools","county",0,0,1000,0,"Small"
"183","2009","04","16001",1,16,"Office Building","4255 N Eagle Rd","Boise","ID","83713","ADA, ID","Offices_1-3_stories","private",1,3500,398,0,"Small"
"184","2008","07","16001",1,16,"Dental Office Building (Alteration)","1880 W Judith Ln Ste 210","Boise","ID","83705","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,193,0,"Small"
"185","2008","07","16001",1,16,"Retail Building (Alteration)","738 N Benjamin Ln","Boise","ID","83704","ADA, ID","Stores","private",0,0,125,0,"Small"
"186","2008","11","16001",1,16,"CCA Idaho TI Bldg Conversion","site to be announced","Kuna","ID","83634","ADA, ID","Detention_Facilities","state",0,0,4000,0,"Small"
"187","2008","03","16001",1,16,"Office Building (Alteration)","1505 S Eagle Rd Ste 100","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",0,0,125,0,"Small"
"188","2008","07","16001",1,16,"Office Building (Alteration)","503 S Americana Blvd","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,75,0,"Small"
"189","2008","08","16001",1,16,"On the Border Restaurant (Meridian ID) (NEGOTIATED)","Corner of Ustick & Eagle","Meridian","ID","","ADA, ID","Food_Beverage_Service","private",1,6000,600,0,"Small"
"190","2008","07","16001",1,16,"Meridian North Ward - LDS Church","5 Mile Road & Chinden Blvd","Meridian","ID","83642","ADA, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,16500,2200,0,"Small"
"191","2009","10","16001",1,16,"Weight Loss Clinic (Alteration)","14 S BALTIC PL","Meridian","ID","83642","ADA, ID","Hospitals","private",0,0,85,0,"Small"
"192","2008","02","16001",1,16,"Office Building-Alteration","1111 W Jefferson St","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,200,0,"Small"
"193","2008","03","16001",1,16,"Albertsons Store 160 (Remodel) (Boise ID)","10500 W Overland Rd","Boise","ID","83709","ADA, ID","Stores","private",0,0,750,0,"Small"
"194","2009","04","16001",1,16,"Boise Air Terminal (Alteration)","3201 W Airport Wy Third Floor","Boise","ID","83705","ADA, ID","Airline_Terminals","private",0,0,172,0,"Small"
"195","2008","07","16001",1,16,"Medical Office Building (Alteration)","1907 S Broadway Ave","Boise","ID","83706","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,159,0,"Small"
"196","2008","01","16001",1,16,"Office Building (Alteration)","1902 W Judith Ln 100","Ada County","ID","","ADA, ID","Offices_1-3_stories","private",0,0,185,0,"Small"
"197","2008","01","16001",1,16,"Office Building (Alteration)","222 N 13th St","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,145,0,"Small"
"198","2008","06","16001",1,16,"Gowen Field Bldg 580 Renovation","4040 W Guard St","Boise","ID","83705","ADA, ID","Armories_Military_Buildings","federal",0,0,278,0,"Small"
"199","2008","10","16001",1,16,"Office Building (Alteration) Life Inc","545 N Benjamin Ln 155 Lot 11","Boise","ID","83704","ADA, ID","Offices_1-3_stories","private",0,0,82,0,"Small"
"200","2009","02","16001",1,16,"Apartment Building (Alteration)","1508 W Hays St Lot 5","Boise","ID","83702","ADA, ID","Apartments_Alterations_Stories_Unknown","private",0,0,200,0,"Small"
"201","2009","03","16001",1,16,"Unique Nails Retail A TI @ Portico","3223 E Louise Dr","Meridian","ID","83642","ADA, ID","Stores","private",0,0,180,0,"Small"
"202","2009","02","16001",1,16,"Office Building (Alteration) Consulate Of Mexico","710 E Morrison Knudsen Dr","Boise","ID","83712","ADA, ID","Offices_1-3_stories","private",0,0,189,0,"Small"
"203","2008","09","16001",1,16,"BSU Morrison College Classrm Lab Bldg - Infrastructure Alts","BSU Campus","Boise","ID","83702","ADA, ID","Colleges_Universities_Except_Community","state",0,0,700,0,"Small"
"204","2009","12","16001",1,16,"Chadders Restaurant (Alteration)","535 N MILWAUKEE ST","Boise","ID","83704","ADA, ID","Food_Beverage_Service","private",0,0,80,0,"Small"
"205","2009","05","16001",1,16,"Office Building (Alteration)","136 E IDAHO AVE # 200","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",0,0,127,0,"Small"
"206","2008","02","16001",1,16,"Medical Center (Alteration)","1673 W Shoreline Dr 140","Boise","ID","83702","ADA, ID","Hospitals","private",0,0,158,0,"Small"
"207","2009","04","16001",1,16,"Riverstone International Lower School","5521 E Warm Springs Ave","Boise","ID","83716","ADA, ID","Primary_Schools","private",1,2600,180,0,"Small"
"208","2008","11","16001",1,16,"Office Building (Alteration)","3485 N Cole Rd","Boise","ID","83704","ADA, ID","Offices_1-3_stories","private",0,0,84,0,"Small"
"209","2009","12","16001",1,16,"Darigold Dairy Expansion","618 Allumbaugh St","Boise","ID","83704","ADA, ID","Refrigerated_Warehouses","private",1,20600,1500,0,"Small"
"210","2009","12","16001",1,16,"Pristine Pools (Showroom/Retail)","Eagle Road","Meridian","ID","83642","ADA, ID","Stores","private",2,23000,2000,0,"Small"
"211","2009","05","16001",1,16,"Boise High School Main Building Upgrades","1010 W Washington St","Boise","ID","83702","ADA, ID","Senior_High_Schools","county",0,0,1000,0,"Small"
"212","2008","08","16001",1,16,"Programming Facility Bldg -South Boise Women's Correction","13200 Pleasant Valley Rd","Kuna","ID","83634","ADA, ID","Detention_Facilities","state",1,2500,264,0,"Small"
"213","2008","06","16001",1,16,"Castle Park - Jordan's Landing - LDS Church","5300 Castle Dr","Boise","ID","83703","ADA, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,112,0,"Small"
"214","2008","05","16001",1,16,"Restaurant Shell at Spectrum Pointe (NEGOTIATED)","1388 South Entertainment Ave","Boise","ID","83707","ADA, ID","Food_Beverage_Service","private",1,10500,750,0,"Small"
"215","2009","12","16001",1,16,"Subway (Alteration)","1055 N CURTIS RD","Boise","ID","83706","ADA, ID","Food_Beverage_Service","private",0,0,139,0,"Small"
"216","2008","09","16001",1,16,"Office Building (Alteration)","3023 E Copper Point Dr # 204","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",0,0,87,0,"Small"
"217","2009","10","16001",1,16,"St. Lukes Regional Medical Center/Boise (Alts)","125 E Idaho St","Boise","ID","83712","ADA, ID","Hospitals","private",0,0,700,0,"Small"
"218","2009","05","16001",1,16,"Univeristy of Phoenix (NEGOTIATED)","I-15 & Eagle Exit","Meridian","ID","83642","ADA, ID","Colleges_Universities_Except_Community","private",2,40000,4000,0,"Medium"
"219","2008","07","16001",1,16,"Retail Building (Alteration)","350 N Milwaukee St 2029","Boise","ID","83704","ADA, ID","Stores","private",0,0,88,0,"Small"
"220","2009","03","16001",1,16,"Pine Tree Village Town Home Project","Approx 8848 W Evening Star Lan","Boise","ID","83616","ADA, ID","Apartments_5+_Units_1-3_Stories","private",2,37700,3200,42,"Medium"
"221","2008","02","16001",1,16,"Pharmacy Building","3355 E Louise Dr","Meridian","ID","83642","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",1,2900,278,0,"Small"
"222","2008","07","16001",1,16,"Ada County Benjamin Campus Remodel (Phase I)","400 N Benjamin Ln","Boise","ID","83704","ADA, ID","Warehouses_Non-Refrigerated","county",0,0,1460,0,"Small"
"223","2008","07","16001",1,16,"Office Building (Alteration)","250 E Parkcenter Blvd","Boise","ID","83706","ADA, ID","Offices_1-3_stories","private",0,0,156,0,"Small"
"224","2008","10","16001",1,16,"Apartment Building (Alteration)","523/525/527/531 & 533 Rossi","Boise","ID","83706","ADA, ID","Apartments_Alterations_Stories_Unknown","private",0,0,88,0,"Small"
"225","2009","10","16001",1,16,"Eberlestock Mercantile Store (Alteration)","2980 W MAIN ST","Boise","ID","83702","ADA, ID","Stores","private",0,0,80,0,"Small"
"226","2008","01","16001",1,16,"Office Building (Alteration)","707 United Heritage Ct E","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",0,0,80,0,"Small"
"227","2008","03","16001",1,16,"System Tech (Office/Warehouse)","2854 Featherly Way","Boise","ID","","ADA, ID","Warehouses_Non-Refrigerated","private",1,12000,686,0,"Small"
"228","2009","03","16001",1,16,"The Aspens Condominium (TI)","851 W Front St","Boise","ID","83702","ADA, ID","Apartments_Alterations_Stories_Unknown","private",0,0,330,0,"Small"
"229","2008","07","16001",1,16,"Boise VBA Regional Office (Design/Build)","500 W Fort St","Boise","ID","83702","ADA, ID","Offices_1-3_stories","federal",1,25000,8296,0,"Small"
"230","2009","06","16001",1,16,"Forum Professional Office - Bella Plaza (Alteration)","401 W Front St 401","Ada County","ID","","ADA, ID","Offices_1-3_stories","private",0,0,160,0,"Small"
"231","2008","05","16001",1,16,"Farm Office Building (Alteration)","5266 W State St 102","Boise","ID","83703","ADA, ID","Animal_Fish_Plant_Facilities","private",0,0,75,0,"Small"
"232","2008","08","16001",1,16,"Office Building","1705 S Milwaukee St","Boise","ID","83709","ADA, ID","Warehouses_Non-Refrigerated","private",2,9800,557,0,"Small"
"233","2008","07","16001",1,16,"Walgreen's Drug Store #11687","Linden & McMillen","Meridian","ID","83642","ADA, ID","Stores","private",1,14600,1500,0,"Small"
"234","2008","10","16001",1,16,"Office Building (Alteration) Hc Company","5777 N Discovery Wy","Boise","ID","83713","ADA, ID","Offices_1-3_stories","private",0,0,140,0,"Small"
"235","2009","09","16001",1,16,"Park Maintenance/Restroom/Concession Building","Heros City Park","Meridian","ID","83642","ADA, ID","Stores","private",1,3100,192,0,"Small"
"236","2008","02","16001",1,16,"Office Building","6466 W Interchange Ln","Boise","ID","83709","ADA, ID","Offices_1-3_stories","private",1,2800,222,0,"Small"
"237","2008","09","16001",1,16,"Building Infrastructure Upgrade - Harry Morrison Lab","502 N 4th St","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,700,0,"Small"
"238","2008","11","16001",1,16,"Office Building (Alteration)","3082 S Bown Wy 100","Boise","ID","83706","ADA, ID","Offices_1-3_stories","private",0,0,197,0,"Small"
"239","2008","09","16001",1,16,"Pioneer Federal Credit Union (NEGOTIATED)","S King Ave East","Meridian","ID","83642","ADA, ID","Banks_Financial_1-3_stories","private",1,2500,210,0,"Small"
"240","2008","07","16001",1,16,"Office Building (Alteration)","300 E Mallard Dr","Boise","ID","83706","ADA, ID","Offices_1-3_stories","private",0,0,103,0,"Small"
"241","2008","07","16001",1,16,"Office Building (Alteration)","4940 E Mill Station Ave 105","Boise","ID","83716","ADA, ID","Offices_1-3_stories","private",0,0,130,0,"Small"
"242","2008","06","16001",1,16,"Medical Office Bldg @ Pinebridge","Eagle Road & Pine Ave","Meridian","ID","83610","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",4,90000,7200,0,"Large"
"243","2009","04","16001",1,16,"Eagle Island Retail Bldg I","W Flint Drive &","Eagle","ID","83616","ADA, ID","Shopping_Centers","private",1,5800,427,0,"Small"
"244","2008","06","16001",1,16,"Medical Office Building A @ Portico","Louise Dr","Meridian","ID","83642","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",4,80000,6500,0,"Large"
"245","2008","08","16001",1,16,"Office Building","2006 E Franklin Rd","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",1,4600,364,0,"Small"
"246","2008","07","16001",1,16,"Souper Salad TI","3327 N Eagle Rd","Meridian","ID","83646","ADA, ID","Food_Beverage_Service","private",0,0,300,0,"Small"
"247","2009","08","16001",1,16,"West Fairview Development Retail Building (Phase I)","11405 W Fairview Ave","Boise","ID","83713","ADA, ID","Stores","private",1,6300,450,0,"Small"
"248","2008","05","16001",1,16,"The North 36th St Garden Plaza Retail/Office (NEGOTIATED)","3823 N 36th St","Boise","ID","83703","ADA, ID","Offices_1-3_stories","private",3,21000,1239,0,"Medium"
"249","2009","07","16001",1,16,"Idaho Army Natl Guard Range Cntr of Excellence DESIGN/BUILD","Training Range","Boise","ID","83707","ADA, ID","Armories_Military_Buildings","federal",2,8200,1600,0,"Small"
"250","2009","01","16001",1,16,"St. Lukes - Regional Medical Center (Alts)","520 S Eagle Rd","Meridian","ID","83642","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,1000,0,"Small"
"251","2009","10","16001",1,16,"Boise State University Aquatic Facility Addition","Boise State University","Boise","ID","83706","ADA, ID","Gyms_Field_Houses_Indoor_Pools","state",2,15300,5396,0,"Small"
"252","2008","02","16001",1,16,"Office Building (Alteration)","200 W Front St","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,144,0,"Small"
"253","2008","12","16001",1,16,"Office Building","1859 S Topaz Way","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",2,13400,1016,0,"Small"
"254","2009","12","16001",1,16,"Cradlepoint (Alteration)","805 W FRANKLIN ST","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,193,0,"Small"
"255","2008","11","16001",1,16,"Office Building (Alteration)","921 W Jefferson St","Boise","ID","83702","ADA, ID","Offices_1-3_stories","private",0,0,150,0,"Small"
"256","2009","12","16001",1,16,"State of Idaho Veteran's Services Admin Bldg","320 Collins Rd","Boise","ID","83702","ADA, ID","Offices_1-3_stories","state",1,4800,827,0,"Small"
"257","2008","11","16001",1,16,"Idaho House of Scooters TI","2374 E Cinema Drive","Meridian","ID","83703","ADA, ID","Shopping_Centers","private",0,0,500,0,"Small"
